GO_id,term,GOSlim_bin,aspect
GO:0002627,,other biological processes,P
GO:0002628,,protein metabolism,P
GO:0002629,,protein metabolism,P
GO:0002630,,protein metabolism,P
GO:0002631,,stress response,P
GO:0002632,,stress response,P
GO:0002633,,stress response,P
GO:0002634,,other biological processes,P
GO:0002635,,other biological processes,P
GO:0002636,,other biological processes,P
GO:0002637,,other biological processes,P
GO:0002638,,other biological processes,P
GO:0002639,,other biological processes,P
GO:0002640,,other metabolic processes,P
GO:0002641,,other metabolic processes,P
GO:0002642,,other metabolic processes,P
GO:0002643,,developmental processes,P
GO:0002644,,developmental processes,P
GO:0002645,,developmental processes,P
GO:0002646,,developmental processes,P
GO:0002647,,developmental processes,P
GO:0002648,,developmental processes,P
GO:0002649,,developmental processes,P
GO:0002650,,developmental processes,P
GO:0002651,,developmental processes,P
GO:0002652,,developmental processes,P
GO:0002653,,developmental processes,P
GO:0002654,,developmental processes,P
GO:0002655,,developmental processes,P
GO:0002656,,developmental processes,P
GO:0002657,,developmental processes,P
GO:0002658,,developmental processes,P
GO:0002659,,developmental processes,P
GO:0002660,,developmental processes,P
GO:0002661,,developmental processes,P
GO:0002662,,developmental processes,P
GO:0002663,,developmental processes,P
GO:0002664,,developmental processes,P
GO:0002665,,developmental processes,P
GO:0002666,,developmental processes,P
GO:0002667,,developmental processes,P
GO:0002668,,developmental processes,P
GO:0002669,,developmental processes,P
GO:0002670,,developmental processes,P
GO:0002671,,developmental processes,P
GO:0002672,,developmental processes,P
GO:0002673,,stress response,P
GO:0002674,,stress response,P
GO:0002675,,stress response,P
GO:0002676,,stress response,P
GO:0002677,,stress response,P
GO:0002678,,stress response,P
GO:0002679,,stress response,P
GO:0002679,,other metabolic processes,P
GO:0002680,,developmental processes,P
GO:0002681,,developmental processes,P
GO:0002681,,DNA metabolism,P
GO:0002682,,other biological processes,P
GO:0002683,,other biological processes,P
GO:0002684,,other biological processes,P
GO:0002685,,other biological processes,P
GO:0002686,,other biological processes,P
GO:0002687,,other biological processes,P
GO:0002688,,other biological processes,P
GO:0002689,,other biological processes,P
GO:0002690,,other biological processes,P
GO:0002691,,other biological processes,P
GO:0002692,,other biological processes,P
GO:0002693,,other biological processes,P
GO:0002694,,other biological processes,P
GO:0002695,,other biological processes,P
GO:0002696,,other biological processes,P
GO:0002697,,other biological processes,P
GO:0002698,,other biological processes,P
GO:0002699,,other biological processes,P
GO:0002700,,other biological processes,P
GO:0002701,,other biological processes,P
GO:0002702,,other biological processes,P
GO:0002703,,other biological processes,P
GO:0002704,,other biological processes,P
GO:0002705,,other biological processes,P
GO:0002706,,other biological processes,P
GO:0002707,,other biological processes,P
GO:0002708,,other biological processes,P
GO:0002709,,other biological processes,P
GO:0002710,,other biological processes,P
GO:0002711,,other biological processes,P
GO:0002712,,other biological processes,P
GO:0002713,,other biological processes,P
GO:0002714,,other biological processes,P
GO:0002715,,stress response,P
GO:0002716,,stress response,P
GO:0002717,,stress response,P
GO:0002718,,other biological processes,P
GO:0002719,,other biological processes,P
GO:0002720,,other biological processes,P
GO:0002721,,other biological processes,P
GO:0002722,,other biological processes,P
GO:0002723,,other biological processes,P
GO:0002724,,other biological processes,P
GO:0002725,,other biological processes,P
GO:0002726,,other biological processes,P
GO:0002727,,stress response,P
GO:0002728,,stress response,P
GO:0002729,,stress response,P
GO:0002730,,other biological processes,P
GO:0002731,,other biological processes,P
GO:0002732,,other biological processes,P
GO:0002733,,other biological processes,P
GO:0002734,,other biological processes,P
GO:0002735,,other biological processes,P
GO:0002736,,other biological processes,P
GO:0002737,,other biological processes,P
GO:0002738,,other biological processes,P
GO:0002739,,transport,P
GO:0002740,,transport,P
GO:0002741,,transport,P
GO:0002742,,protein metabolism,P
GO:0002743,,protein metabolism,P
GO:0002744,,protein metabolism,P
GO:0002745,,other biological processes,P
GO:0002746,,other biological processes,P
GO:0002747,,other biological processes,P
GO:0002748,,other biological processes,P
GO:0002749,,other biological processes,P
GO:0002750,,other biological processes,P
GO:0002751,,other biological processes,P
GO:0002752,,signal transduction,P
GO:0002752,,stress response,P
GO:0002753,,signal transduction,P
GO:0002753,,stress response,P
GO:0002754,,signal transduction,P
GO:0002754,,stress response,P
GO:0002755,,signal transduction,P
GO:0002755,,stress response,P
GO:0002756,,signal transduction,P
GO:0002756,,stress response,P
GO:0002757,,signal transduction,P
GO:0002758,,signal transduction,P
GO:0002758,,stress response,P
GO:0002759,,other biological processes,P
GO:0002760,,other biological processes,P
GO:0002761,,developmental processes,P
GO:0002762,,developmental processes,P
GO:0002763,,developmental processes,P
GO:0002764,,signal transduction,P
GO:0002765,,signal transduction,P
GO:0002766,,signal transduction,P
GO:0002767,,signal transduction,P
GO:0002768,,signal transduction,P
GO:0002769,,signal transduction,P
GO:0002770,,signal transduction,P
GO:0002771,,signal transduction,P
GO:0002772,,signal transduction,P
GO:0002773,,signal transduction,P
GO:0002774,,signal transduction,P
GO:0002775,,other biological processes,P
GO:0002776,,transport,P
GO:0002777,,other metabolic processes,P
GO:0002778,,stress response,P
GO:0002779,,transport,P
GO:0002779,,stress response,P
GO:0002780,,stress response,P
GO:0002780,,other metabolic processes,P
GO:0002781,,stress response,P
GO:0002782,,transport,P
GO:0002782,,stress response,P
GO:0002783,,stress response,P
GO:0002783,,other metabolic processes,P
GO:0002784,,other biological processes,P
GO:0002785,,other biological processes,P
GO:0002786,,stress response,P
GO:0002787,,stress response,P
GO:0002788,,stress response,P
GO:0002789,,stress response,P
GO:0002790,,transport,P
GO:0002791,,transport,P
GO:0002792,,transport,P
GO:0002793,,transport,P
GO:0002794,,transport,P
GO:0002795,,transport,P
GO:0002796,,transport,P
GO:0002797,,transport,P
GO:0002797,,stress response,P
GO:0002798,,transport,P
GO:0002798,,stress response,P
GO:0002799,,transport,P
GO:0002799,,stress response,P
GO:0002800,,transport,P
GO:0002800,,stress response,P
GO:0002801,,transport,P
GO:0002801,,stress response,P
GO:0002802,,transport,P
GO:0002802,,stress response,P
GO:0002803,,stress response,P
GO:0002804,,stress response,P
GO:0002805,,other metabolic processes,P
GO:0002806,,other metabolic processes,P
GO:0002807,,other metabolic processes,P
GO:0002808,,stress response,P
GO:0002808,,other metabolic processes,P
GO:0002809,,stress response,P
GO:0002809,,other metabolic processes,P
GO:0002810,,stress response,P
GO:0002810,,other metabolic processes,P
GO:0002811,,stress response,P
GO:0002811,,other metabolic processes,P
GO:0002812,,stress response,P
GO:0002812,,other metabolic processes,P
GO:0002813,,stress response,P
GO:0002813,,other metabolic processes,P
GO:0002814,,stress response,P
GO:0002814,,other metabolic processes,P
GO:0002815,,stress response,P
GO:0002815,,other metabolic processes,P
GO:0002816,,stress response,P
GO:0002816,,other metabolic processes,P
GO:0002817,,stress response,P
GO:0002817,,other metabolic processes,P
GO:0002818,,stress response,P
GO:0002819,,other biological processes,P
GO:0002820,,other biological processes,P
GO:0002821,,other biological processes,P
GO:0002822,,other biological processes,P
GO:0002823,,other biological processes,P
GO:0002824,,other biological processes,P
GO:0002825,,other biological processes,P
GO:0002826,,other biological processes,P
GO:0002827,,other biological processes,P
GO:0002828,,other biological processes,P
GO:0002829,,other biological processes,P
GO:0002830,,other biological processes,P
GO:0002831,,other biological processes,P
GO:0002832,,other biological processes,P
GO:0002833,,other biological processes,P
GO:0002834,,other biological processes,P
GO:0002835,,other biological processes,P
GO:0002836,,other biological processes,P
GO:0002837,,other biological processes,P
GO:0002838,,other biological processes,P
GO:0002839,,other biological processes,P
GO:0002840,,other biological processes,P
GO:0002841,,other biological processes,P
GO:0002842,,other biological processes,P
GO:0002843,,developmental processes,P
GO:0002844,,developmental processes,P
GO:0002845,,developmental processes,P
GO:0002846,,developmental processes,P
GO:0002847,,developmental processes,P
GO:0002848,,developmental processes,P
GO:0002849,,developmental processes,P
GO:0002850,,developmental processes,P
GO:0002851,,developmental processes,P
GO:0002852,,death,P
GO:0002853,,death,P
GO:0002854,,death,P
GO:0002855,,stress response,P
GO:0002856,,stress response,P
GO:0002857,,stress response,P
GO:0002858,,stress response,P
GO:0002858,,death,P
GO:0002859,,stress response,P
GO:0002859,,death,P
GO:0002860,,stress response,P
GO:0002860,,death,P
GO:0002861,,stress response,P
GO:0002862,,stress response,P
GO:0002863,,stress response,P
GO:0002864,,stress response,P
GO:0002865,,stress response,P
GO:0002866,,stress response,P
GO:0002867,,developmental processes,P
GO:0002867,,death,P
GO:0002868,,stress response,P
GO:0002868,,developmental processes,P
GO:0002868,,death,P
GO:0002869,,stress response,P
GO:0002869,,developmental processes,P
GO:0002869,,death,P
GO:0002870,,developmental processes,P
GO:0002871,,developmental processes,P
GO:0002872,,stress response,P
GO:0002872,,developmental processes,P
GO:0002873,,stress response,P
GO:0002873,,developmental processes,P
GO:0002874,,stress response,P
GO:0002875,,stress response,P
GO:0002876,,stress response,P
GO:0002877,,stress response,P
GO:0002878,,stress response,P
GO:0002879,,stress response,P
GO:0002880,,stress response,P
GO:0002881,,stress response,P
GO:0002882,,stress response,P
GO:0002883,,stress response,P
GO:0002884,,stress response,P
GO:0002885,,stress response,P
GO:0002886,,other biological processes,P
GO:0002887,,other biological processes,P
GO:0002888,,other biological processes,P
GO:0002889,,other biological processes,P
GO:0002890,,other biological processes,P
GO:0002891,,other biological processes,P
GO:0002892,,stress response,P
GO:0002893,,stress response,P
GO:0002894,,stress response,P
GO:0002895,,developmental processes,P
GO:0002896,,developmental processes,P
GO:0002897,,developmental processes,P
GO:0002898,,developmental processes,P
GO:0002898,,death,P
GO:0002899,,stress response,P
GO:0002899,,developmental processes,P
GO:0002899,,death,P
GO:0002900,,stress response,P
GO:0002900,,developmental processes,P
GO:0002900,,death,P
GO:0002901,,death,P
GO:0002902,,death,P
GO:0002903,,death,P
GO:0002904,,death,P
GO:0002905,,death,P
GO:0002906,,death,P
GO:0002907,,death,P
GO:0002908,,developmental processes,P
GO:0002908,,death,P
GO:0002909,,stress response,P
GO:0002909,,developmental processes,P
GO:0002909,,death,P
GO:0002910,,stress response,P
GO:0002910,,developmental processes,P
GO:0002910,,death,P
GO:0002911,,developmental processes,P
GO:0002912,,developmental processes,P
GO:0002913,,developmental processes,P
GO:0002914,,developmental processes,P
GO:0002915,,developmental processes,P
GO:0002916,,developmental processes,P
GO:0002917,,developmental processes,P
GO:0002918,,developmental processes,P
GO:0002919,,developmental processes,P
GO:0002920,,other biological processes,P
GO:0002921,,other biological processes,P
GO:0002922,,other biological processes,P
GO:0002923,,other biological processes,P
